Date,Site,Month,Block,Treatment,trt_REP,Partition,Sample_REP,Habitat,Total,TOTAL_major_soybean_pests,TOTAL_major_cornsoy_pests,SAWFLY_larva,Tenthredinidae,Formicidae,Collembola,Psocoptera,Psyllidae,Thrips,mite,Aphididae,Aphididae_alates,parasitized_aphids,Anthomyiidae,Rivellia_spp.,Chloropidae,Muscoidea_unknown,Muscidae,Lucilia_spp.,Pollenia_spp.,Musca_autumnalis,Bibionidae_Pentheria_heteroptera,Calliphoridae,Ceratopogonidae,Chaetopsis_D019,D004,Chironomidae,Culicidae,Ephydridae,fly_D013,fly_D014,fly_D016,Kelp_fly,Limoniidae,Lonchopteridae,minute_flies,Mycetophilidae,Phoridae,Sarcophagidae,Sciaridae,Sepsidae,Sphaeroceridae,Stratiomyidae_,Tabanidae,Tephritidae,Tipulidae,Delphinia,Unknown_flies,tiny_maggot,Unknown_hemipteran,Lygus_spp.,Lygus_spp._nymph,Halticus_bractatus,Green_Pentatomidae,Brown_Pentatomid,Helcostethus,unknown_Pentatomidae,Neottiglossa_,Pentatomidae_nymph,potato_leafhopper,Threecornered_hopper,Lygaeidae,Lygaeus,Neurocolpus_nubilus,Miridae,Mirid_nymph,Adelphocoris_rapidus,Trigonalus_spp.,Adelphocoris_lineolatus,Orthops,Black_Miridae,Mirid_,Mirid_H007,H013,Pachygrothidae_,Black_miridae_Capsis,Predatory_mirid_H016,H019,fuzzy_nymph,Alydidae,Acanalonidae,Chinch_bug,Cicadellidae,Cercopidae,Delphacidae,Derbidae,Dictyopharidae,Bruchomorpha_spp,Campylenchia,Micrutalis,Piesmatidae,Rhopalidae,H003_Saldidae_Salda,H015_Burrowing_bug_Cynidae,Scutelleridae,Thyreocoridae,Tingidae,unknown_Hemi,inchworm,black_cutworm,caterpillar,green_cloverworm,spiky_caterpillar,parasitized_caterpillar,unknown_caterpillar,Alfalfa_caterpillar_L01,Corn_earworm_Helicoverpa_zea,Green_cloverworm,Soybean_looper_L02,Velvetbean_caterpillar,Pyraloidea,Lycaenidae,micro_lep,_moth,Coleophoridae_casebearing_moth,tiny_maggot,Unknown_Coleopteran,weevil_C002,Epitrix,C044,C020,Chaetocnema,Asphaera,C028_LRG_flea_beetle,unknown_flea_beetle,C038_reddish_weevil,Systena_hudsonias,Systena_frontalis,tiny_flea_beetle,Phyllotreta,C045,C041_Striped_cucumber_beetle,weevil_C010,Grape_colaspis,Click_beetle,BLB,SCR,NCR,Striped_cucumber_beetle_C031,Dectes_stem_borer_C029,Large_weevil_C025,Unknown_Curculionid,C001,C003,C004,C005,C007,C008,C010_5,C011_minute_fungus_beetle,Ceutorhynchini,C016,C017,C019,C023,C026,C030,C035_Curculionid,Languridae,C034_unknown_beetle,Anthicidae,Cryptocephalinae,Meloidae,Nitidulidae,Scarabaeidae,Mordellidae,tortoise_beetle,Leptinotarsa_peninsularis,Ephemeroptera,Conocephalinae,Conocephalini,Copiphorini,Cyrtacanthacridinae,Gomphocerinae,redlegged_GH,differential_GH,Migratory_GH,Twostriped_GH,Mole_cricket_tridactylidae,Oecanthinae,Oedipodinae,Phaneropterinae,Tetrigidae,Nemobiinae,millipede,unknown_insect
7_1_2009,BW2S1,3,1,2,1,0,1,2,2,2,0,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW2S2,3,1,2,1,0,2,2,14,9,0,0,,1,,,,,,,,,1,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
7_1_2009,BW2S3,3,1,2,1,0,3,2,13,10,0,0,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,1,,2,,,,,,,0,,,,,,,,0,0,3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW3B1,3,1,3,1,1,1,1,24,13,0,0,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,5,2,0,,,,1,,,1,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,3,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
7_1_2009,BW3B2,3,1,3,1,1,2,1,15,10,0,0,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,6,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
7_1_2009,BW3B3,3,1,3,1,1,3,1,46,17,0,0,,1,,,,,,,,,,,7,,,,,,0,,,,,,,,,,,,,,6,,,,3,,,0,,,,,,,,4,8,0,,,,,,,1,,,,,,,,,1,,,,,4,,,,,,,,,1,2,,,,,,,,,,,,4,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,
7_1_2009,BW3M1,3,1,3,1,2,1,1,42,16,0,0,,,,,,,,,,,,,10,,,,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,5,1,4,,,,,,,1,,,,,,,1,2,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,
7_1_2009,BW3M2,3,1,3,1,2,2,1,30,13,0,0,,,,,,,,,,,,,3,,,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,1,2,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,
7_1_2009,BW3M3,3,1,3,1,2,3,1,13,9,0,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,3,0,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,1,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW3S1,3,1,3,1,0,1,2,6,5,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,0,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7_1_2009,BW3S2,3,1,3,1,0,2,2,17,16,0,0,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,0,6,,,,,,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,1,,,,0,0,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW3S3,3,1,3,1,0,3,2,15,12,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,0,0,8,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7_1_2009,BW4B1,3,1,3,2,1,1,1,14,9,0,0,,1,,,,,,1,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,1,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,1,0,,,,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7_1_2009,BW4B2,3,1,3,2,1,2,1,9,7,0,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,2,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW4B3,3,1,3,2,1,3,1,16,2,0,0,,,,,,,,,,,,,7,,,,1,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7_1_2009,BW4M1,3,1,3,2,2,1,1,22,18,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,2,4,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,2,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW4M2,3,1,3,2,2,2,1,53,31,0,0,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8,,,,,,,0,,,,,,,,4,0,18,,,,,,1,,,,,,,,2,,2,,,,,,,,,,,,,,10,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,1,0,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,
7_1_2009,BW4M3,3,1,3,2,2,3,1,16,9,0,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
7_1_2009,BW4S1,3,1,3,2,0,1,2,18,10,0,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,4,,,0,,,,,,,,0,0,7,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW4S2,3,1,3,2,0,2,2,5,3,0,0,,,,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7_1_2009,BW4S3,3,1,3,2,0,3,2,7,3,0,0,,,,,,,,,,,2,,,,,,,,0,,,,,,1,,,,,,,,,,1,,,,,0,,,,,,,,1,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW5B1,3,1,2,2,1,1,1,14,6,0,0,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,1,,1,,,,,,,0,,,,,,,,1,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
7_1_2009,BW5B2,3,1,2,2,1,2,1,8,5,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
7_1_2009,BW5B3,3,1,2,2,1,3,1,16,5,0,0,,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,2,,,,,,,0,,,,1,,,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,
7_1_2009,BW5M1,3,1,2,2,2,1,1,30,10,0,0,,,,,,,,,,,1,,5,,1,,,,0,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,1,2,0,,,,,,,,,,,,,1,,,,,,,,6,,,,1,,,,,2,1,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,1,,
7_1_2009,BW5M2,3,1,2,2,2,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW5M3,3,1,2,2,2,3,1,32,24,0,0,,,,,,1,,1,1,,,,1,,,,,,0,,,,,,,,,,,,,,2,,,,1,,,0,,,,,,,,9,5,0,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW5S1,3,1,2,2,0,1,2,19,8,0,0,,2,,,,,,,,,,,1,,1,,1,,0,,,,,,,,,,,,,,2,,,,,1,1,0,,,,,,,,1,0,4,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW5S2,3,1,2,2,0,2,2,23,12,0,0,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,7,,,0,,,,,,,,0,0,6,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,1,,,,1,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW5S3,3,1,2,2,0,3,2,17,6,0,0,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,8,,,,,,,0,,,,,,,,1,0,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW6S1,3,1,4,1,0,1,2,18,15,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,0,0,9,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW6S2,3,1,4,1,0,2,2,17,9,0,0,,3,,,,,,,,,,,2,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,0,0,8,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW6S3,3,1,4,1,0,3,2,20,3,0,0,,1,,,,,,,,,2,1,2,,,,1,,0,,,,,,,,,,,,,,3,,,1,,,4,0,,1,,,,,,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,0,,1,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,IW1B1,3,2,2,3,1,1,1,4,2,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,
7_1_2009,IW1B2,3,2,2,3,1,2,1,12,2,0,0,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,2,1,,,1,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,
7_1_2009,IW1B3,3,2,2,3,1,3,1,13,6,0,0,,1,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,1,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,
7_1_2009,IW1M1,3,2,2,3,2,1,1,13,6,0,0,,1,,,,,,,,,,1,1,,,,,,0,,,,,,,,,,,,,,1,,,1,,,,0,,,,,,,,1,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,1,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7_1_2009,IW1M2,3,2,2,3,2,2,1,3,2,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,IW1M3,3,2,2,3,2,3,1,25,10,0,0,,5,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,2,,,1,0,,,,,,,,1,0,0,,,,,,,,,,,,,,2,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,2,,
7_1_2009,IW1S1,3,2,2,3,0,1,2,48,36,0,0,,1,,,,,,,,,,2,1,,,,1,,0,,,,,,,,,,,,,,1,,,,5,,,0,,,,,,,,1,1,28,,,,,,1,2,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,IW1S2,3,2,2,3,0,2,2,26,22,0,0,,1,,,,,,,,,,1,,,,,,1,0,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,0,0,17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,1,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
7_1_2009,IW1S3,3,2,2,3,0,3,2,54,33,0,0,,1,,,,,,,,,,1,1,,,,,,0,,,,,,,,,,,,,,3,,,,13,,,0,,,,,,,,1,1,25,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7_1_2009,IW1T1,3,2,2,3,3,1,1,13,9,0,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,2,3,0,,,,,,,2,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
7_1_2009,IW1T2,3,2,2,3,3,2,1,48,36,0,0,,3,,,,,,5,1,,,,,,,,,,0,,1,,,,,,,,,,,,2,,,,,,,0,,,,,,,,5,7,2,,,,,,,5,,,,,,,1,,4,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,,,,,,
7_1_2009,IW1T3,3,2,2,3,3,3,1,22,14,0,0,,1,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,2,,,,,1,1,,,0,,,,,,,,5,5,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
7_1_2009,IW2B1,3,2,1,2,1,1,1,25,10,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,1,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,4,,
7_1_2009,IW2B2,3,2,1,2,1,2,1,11,9,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,1,3,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
7_1_2009,IW2B3,3,2,1,2,1,3,1,7,2,0,0,,,,,,,,,,,1,1,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,IW2S1,3,2,1,2,0,1,2,53,35,0,0,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,4,,,,9,1,,1,,,,,,,,1,,21,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7_1_2009,IW2S2,3,2,1,2,0,2,2,35,30,0,0,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,2,,,0,,,,,,,,,,22,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
7_1_2009,IW2S3,3,2,1,2,0,3,2,35,27,0,0,,,,1,,,,,1,,,2,1,,,,,,0,,2,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,,18,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
7_1_2009,IW3S1,3,2,4,2,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
